Date/Time,Load,Wind,Hydro,Fossil,Biomass
9/2/2021 11:20,6249,96,6542,1178,1148
9/2/2021 11:25,6229,101,6566,1180,1146
9/2/2021 11:30,6241,120,6575,1177,1148
9/2/2021 11:35,6244,126,6565,1179,1144
9/2/2021 11:40,6151,118,6582,1179,1149
9/2/2021 11:45,6257,125,6590,1178,1147
9/2/2021 11:50,6235,117,6525,1176,1148
9/2/2021 11:55,6278,129,6665,1174,1144
9/2/2021 12:00,6261,130,6629,1174,1143
9/2/2021 12:05,6274,127,6624,1175,1148
9/2/2021 12:10,6285,131,6630,1176,1142
9/2/2021 12:15,6320,136,6658,1174,1143
9/2/2021 12:20,6288,135,6618,1171,1147
9/2/2021 12:25,6222,130,6605,1168,1148
9/2/2021 12:30,6228,123,6632,1168,1141
9/2/2021 12:35,6246,132,6619,1170,1142
9/2/2021 12:40,6273,126,6607,1170,1147
9/2/2021 12:45,6264,128,6621,1164,1147
9/2/2021 12:50,6343,125,6644,1173,1142
9/2/2021 12:55,6356,123,6682,1177,1142
9/2/2021 13:00,6300,120,6697,1174,1144
9/2/2021 13:05,6335,121,6784,1165,1143
9/2/2021 13:10,6343,121,6831,1175,1144
9/2/2021 13:15,6352,118,6850,1175,1142
9/2/2021 13:20,6365,98,6860,1173,1146
9/2/2021 13:25,6391,93,6898,1165,1140
9/2/2021 13:30,6301,94,6884,1162,1140
9/2/2021 13:35,6299,88,6890,1167,1146
9/2/2021 13:40,6372,87,6951,1175,1146
9/2/2021 13:45,6348,87,6949,1178,1145
9/2/2021 13:50,6269,74,6931,1177,1144
9/2/2021 13:55,6365,72,6982,1178,1146
9/2/2021 14:00,6390,73,7066,1171,1144
9/2/2021 14:05,6373,78,7090,1167,1140
9/2/2021 14:10,6335,74,7129,1168,1140
9/2/2021 14:15,6323,76,7189,1176,1144
9/2/2021 14:20,6411,76,7104,1170,1138
9/2/2021 14:25,6337,89,7112,1175,1139
9/2/2021 14:30,6353,84,7047,1171,1143
9/2/2021 14:35,6353,90,7071,1167,1140
9/2/2021 14:40,6347,97,7108,1169,1140
9/2/2021 14:45,6362,87,7186,1173,1145
9/2/2021 14:50,6424,88,7205,1173,1144
9/2/2021 14:55,6451,87,7348,1169,1143
9/2/2021 15:00,6255,80,7322,1172,1142
9/2/2021 15:05,6175,77,7329,1168,1144
9/2/2021 15:10,6158,89,7355,1168,1143
9/2/2021 15:15,6130,92,7368,1166,1143
9/2/2021 15:20,6076,83,7355,1165,1143
9/2/2021 15:25,6131,93,7383,1167,1143
9/2/2021 15:30,6151,94,7368,1172,1145
9/2/2021 15:35,6074,81,7405,1168,1140
9/2/2021 15:40,6079,75,7399,1167,1141
9/2/2021 15:45,6211,74,7397,1168,1141
9/2/2021 15:50,6069,78,7359,1173,1144
9/2/2021 15:55,6142,66,7519,1171,1145
9/2/2021 16:00,6113,64,7495,1171,1138
9/2/2021 16:05,6199,63,7581,1166,1141
9/2/2021 16:10,6208,63,7595,1160,1144
9/2/2021 16:15,6247,57,7636,1161,1144
9/2/2021 16:20,6310,59,7690,1170,1140
9/2/2021 16:25,6294,54,7716,1167,1140
9/2/2021 16:30,6218,49,7695,1169,1143
9/2/2021 16:35,6236,47,7682,1173,1138
9/2/2021 16:40,6245,35,7699,1164,1143
9/2/2021 16:45,6314,37,7722,1162,1143
9/2/2021 16:50,6302,26,7726,1168,1144
9/2/2021 16:55,6344,26,7790,1168,1143
9/2/2021 17:00,6362,28,7849,1123,1144
9/2/2021 17:05,6338,29,7919,1123,1143
9/2/2021 17:10,6365,28,7958,1121,1144
9/2/2021 17:15,6406,29,8001,1124,1144
9/2/2021 17:20,6456,26,8065,1122,1146
9/2/2021 17:25,6409,28,8058,1123,1146
9/2/2021 17:30,6342,26,8042,1125,1146
9/2/2021 17:35,6332,26,8077,1126,1142
9/2/2021 17:40,6435,29,8087,1124,1146
9/2/2021 17:45,6458,32,8109,1125,1145
9/2/2021 17:50,6398,32,8099,1124,1147
9/2/2021 17:55,6452,37,8136,1126,1141
9/2/2021 18:00,6482,32,8198,1125,1147
9/2/2021 18:05,6474,34,8168,1126,1146
9/2/2021 18:10,6452,34,8281,1126,1146
9/2/2021 18:15,6482,34,8323,1124,1141
9/2/2021 18:20,6379,35,8309,1126,1146
9/2/2021 18:25,6392,33,8343,1124,1141
9/2/2021 18:30,6381,31,8324,1125,1142
9/2/2021 18:35,6431,30,8280,1124,1140
9/2/2021 18:40,6451,28,8323,1124,1145
9/2/2021 18:45,6436,36,8262,1124,1141
9/2/2021 18:50,6375,35,8258,1123,1139
9/2/2021 18:55,6403,38,8205,1129,1144
9/2/2021 19:00,6415,36,8190,1126,1140
9/2/2021 19:05,6403,42,8174,1123,1146
9/2/2021 19:10,6353,45,8113,1126,1140
9/2/2021 19:15,6288,52,8119,1125,1140
9/2/2021 19:20,6262,52,8088,1127,1140
9/2/2021 19:25,6305,57,8033,1127,1146
9/2/2021 19:30,6304,59,8061,1126,1146
9/2/2021 19:35,6332,58,8121,1126,1146
9/2/2021 19:40,6270,72,8135,1128,1140
9/2/2021 19:45,6369,76,8143,1129,1146
9/2/2021 19:50,6377,86,8119,1126,1145
9/2/2021 19:55,6361,86,8110,1132,1146
9/2/2021 20:00,6364,91,8033,1130,1146
9/2/2021 20:05,6314,97,7973,1131,1146
9/2/2021 20:10,6300,97,7875,1132,1140
9/2/2021 20:15,6291,103,7851,1134,1146
9/2/2021 20:20,6251,101,7826,1131,1148
9/2/2021 20:25,6296,108,7846,1130,1146
9/2/2021 20:30,6206,110,7770,1130,1148
9/2/2021 20:35,6193,113,7750,1131,1142
9/2/2021 20:40,6260,114,7760,1132,1148
9/2/2021 20:45,6165,116,7658,1130,1142
9/2/2021 20:50,6203,120,7697,1129,1146
9/2/2021 20:55,6202,120,7599,1131,1142
9/2/2021 21:00,6188,126,7485,1135,1147
9/2/2021 21:05,6138,122,7419,1134,1146
9/2/2021 21:10,6047,120,7327,1138,1142
9/2/2021 21:15,6041,123,7262,1136,1143
9/2/2021 21:20,6139,120,7217,1134,1147
9/2/2021 21:25,6116,121,7235,1135,1148
9/2/2021 21:30,6105,120,7187,1136,1142
9/2/2021 21:35,6075,119,7197,1138,1141
9/2/2021 21:40,6073,112,7230,1136,1146
9/2/2021 21:45,6064,104,7229,1135,1147
9/2/2021 21:50,6121,100,7215,1132,1142
9/2/2021 21:55,5995,95,6938,1116,1146
9/2/2021 22:00,6051,91,6660,1101,1144
9/2/2021 22:05,6001,89,6100,1081,1149
9/2/2021 22:10,5954,86,5710,1072,1144
9/2/2021 22:15,5938,88,5581,1065,1146
9/2/2021 22:20,5914,88,5614,1069,1143
9/2/2021 22:25,5918,91,5595,1066,1148
9/2/2021 22:30,5832,93,5542,1061,1144
9/2/2021 22:35,5880,95,5518,1062,1150
9/2/2021 22:40,5822,90,5480,1065,1149
9/2/2021 22:45,5808,82,5492,1064,1145
9/2/2021 22:50,5770,75,5479,1062,1152
9/2/2021 22:55,5745,69,5348,1063,1152
9/2/2021 23:00,5709,66,5247,1063,1152
9/2/2021 23:05,5579,63,5039,1063,1152
9/2/2021 23:10,5570,65,4876,1063,1147
9/2/2021 23:15,5580,61,4895,1064,1153
9/2/2021 23:20,5563,59,4902,1064,1151
9/2/2021 23:25,5569,59,4895,1064,1154
9/2/2021 23:30,5519,62,4810,1062,1153
9/2/2021 23:35,5495,62,4764,1061,1150
9/2/2021 23:40,5471,62,4794,1062,1152
9/2/2021 23:45,5435,63,4780,1063,1152
9/2/2021 23:50,5433,68,4800,1065,1152
9/2/2021 23:55,5316,67,4686,1067,1149
9/3/2021 0:00,5380,64,4632,1063,1154
9/3/2021 0:05,5322,65,4700,1068,1152
9/3/2021 0:10,5314,66,4688,1067,1154
9/3/2021 0:15,5276,64,4564,1065,1148
9/3/2021 0:20,5243,61,4534,1066,1149
9/3/2021 0:25,5255,61,4560,1067,1152
9/3/2021 0:30,5247,66,4545,1067,1150
9/3/2021 0:35,5247,69,4549,1065,1152
9/3/2021 0:40,5172,74,4471,1067,1150
9/3/2021 0:45,5118,75,4438,1066,1146
9/3/2021 0:50,5133,74,4433,1067,1146
9/3/2021 0:55,5186,77,4426,1069,1148
9/3/2021 1:00,5146,76,4441,1068,1152
9/3/2021 1:05,5100,70,4398,1067,1148
9/3/2021 1:10,5123,67,4328,1066,1152
9/3/2021 1:15,5149,66,4361,1067,1146
9/3/2021 1:20,5142,66,4338,1065,1149
9/3/2021 1:25,5112,65,4342,1067,1154
9/3/2021 1:30,5034,65,4289,1068,1148
9/3/2021 1:35,5016,63,4287,1068,1152
9/3/2021 1:40,5078,61,4278,1066,1149
9/3/2021 1:45,5073,61,4294,1064,1152
9/3/2021 1:50,5020,60,4292,1063,1150
9/3/2021 1:55,5051,56,4258,1062,1153
9/3/2021 2:00,5049,53,4273,1065,1149
9/3/2021 2:05,5052,50,4292,1065,1149
9/3/2021 2:10,5040,47,4317,1066,1149
9/3/2021 2:15,5020,44,4317,1066,1152
9/3/2021 2:20,4956,38,4225,1065,1155
9/3/2021 2:25,4944,32,4219,1064,1154
9/3/2021 2:30,4997,30,4196,1064,1155
9/3/2021 2:35,5020,26,4197,1066,1150
9/3/2021 2:40,4959,27,4193,1069,1153
9/3/2021 2:45,5013,27,4220,1069,1149
9/3/2021 2:50,4925,27,4197,1066,1155
9/3/2021 2:55,4987,28,4193,1067,1152
9/3/2021 3:00,5027,27,4192,1067,1152
9/3/2021 3:05,5028,29,4173,1066,1152
9/3/2021 3:10,4948,31,4157,1068,1148
9/3/2021 3:15,5013,30,4178,1071,1155
9/3/2021 3:20,5029,29,4187,1073,1150
9/3/2021 3:25,4941,28,4164,1072,1155
9/3/2021 3:30,4954,27,4170,1071,1156
9/3/2021 3:35,5014,25,4177,1070,1156
9/3/2021 3:40,5040,27,4181,1070,1155
9/3/2021 3:45,5035,29,4197,1073,1149
9/3/2021 3:50,5031,29,4202,1069,1154
9/3/2021 3:55,5040,28,4191,1072,1155
9/3/2021 4:00,5043,27,4249,1072,1155
9/3/2021 4:05,5079,27,4280,1073,1150
9/3/2021 4:10,5006,25,4336,1072,1154
9/3/2021 4:15,5012,26,4308,1071,1155
9/3/2021 4:20,5078,23,4325,1076,1155
9/3/2021 4:25,5072,25,4318,1076,1155
9/3/2021 4:30,5090,25,4329,1078,1155
9/3/2021 4:35,5094,23,4345,1079,1152
9/3/2021 4:40,5128,24,4342,1080,1155
9/3/2021 4:45,5152,23,4352,1080,1156
9/3/2021 4:50,5146,23,4371,1081,1156
9/3/2021 4:55,5096,22,4397,1098,1152
9/3/2021 5:00,5193,20,4393,1123,1152
9/3/2021 5:05,5187,20,4537,1139,1152
9/3/2021 5:10,5302,21,4531,1155,1155
9/3/2021 5:15,5295,21,4550,1159,1157
9/3/2021 5:20,5351,22,4572,1155,1156
9/3/2021 5:25,5329,23,4600,1155,1154
9/3/2021 5:30,5377,23,4638,1158,1156
9/3/2021 5:35,5423,25,4668,1158,1157
9/3/2021 5:40,5451,25,4700,1153,1157
9/3/2021 5:45,5402,25,4720,1157,1152
9/3/2021 5:50,5424,24,4718,1161,1158
9/3/2021 5:55,5535,23,4933,1169,1156
9/3/2021 6:00,5569,24,5386,1180,1156
9/3/2021 6:05,5653,21,5990,1186,1152
9/3/2021 6:10,5705,18,6169,1196,1152
9/3/2021 6:15,5751,16,6313,1191,1152
9/3/2021 6:20,5798,17,6365,1191,1158
9/3/2021 6:25,5800,16,6414,1195,1159
9/3/2021 6:30,5793,15,6421,1194,1157
9/3/2021 6:35,5750,13,6417,1192,1153
9/3/2021 6:40,5867,14,6394,1191,1158
9/3/2021 6:45,5859,14,6448,1189,1157
9/3/2021 6:50,5906,13,6385,1190,1157
9/3/2021 6:55,5912,12,6459,1191,1157
9/3/2021 7:00,5932,13,6483,1199,1158
9/3/2021 7:05,6008,13,6604,1196,1152
9/3/2021 7:10,6017,15,6614,1192,1157
9/3/2021 7:15,6007,15,6585,1189,1158
9/3/2021 7:20,5959,15,6574,1189,1158
9/3/2021 7:25,6005,14,6630,1192,1153
9/3/2021 7:30,6081,14,6623,1193,1153
9/3/2021 7:35,6027,13,6649,1191,1153
9/3/2021 7:40,6112,10,6648,1190,1157
9/3/2021 7:45,6106,10,6627,1188,1158
9/3/2021 7:50,6112,9,6605,1188,1157
9/3/2021 7:55,6092,7,6644,1188,1158
9/3/2021 8:00,6137,6,6643,1183,1158
9/3/2021 8:05,6159,5,6747,1184,1157
9/3/2021 8:10,6094,4,6690,1190,1156
9/3/2021 8:15,6192,3,6664,1197,1155
9/3/2021 8:20,6096,2,6622,1199,1157
9/3/2021 8:25,6198,1,6646,1201,1157
9/3/2021 8:30,6153,1,6613,1205,1155
9/3/2021 8:35,6181,1,6638,1211,1150
9/3/2021 8:40,6206,0,6569,1212,1152
9/3/2021 8:45,6175,0,6566,1214,1155
9/3/2021 8:50,6139,0,6642,1216,1154
9/3/2021 8:55,6149,0,6664,1220,1154
9/3/2021 9:00,6135,0,6646,1220,1155
9/3/2021 9:05,6227,0,6604,1225,1152
9/3/2021 9:10,6267,0,6566,1230,1152
9/3/2021 9:15,6245,0,6593,1228,1155
9/3/2021 9:20,6154,0,6588,1233,1154
9/3/2021 9:25,6254,0,6583,1229,1153
9/3/2021 9:30,6269,0,6587,1230,1149
9/3/2021 9:35,6261,0,6569,1221,1153
9/3/2021 9:40,6148,0,6555,1228,1152
9/3/2021 9:45,6191,1,6599,1234,1154
9/3/2021 9:50,6261,1,6618,1215,1152
9/3/2021 9:55,6165,1,6632,1222,1152
9/3/2021 10:00,5945,2,6397,1218,1152
9/3/2021 10:05,5859,4,6227,1212,1152
9/3/2021 10:10,5870,4,6178,1211,1147
9/3/2021 10:15,5873,6,6156,1209,1148
9/3/2021 10:20,5870,6,6146,1209,1152
9/3/2021 10:25,5789,5,6100,1219,1150
9/3/2021 10:30,5796,8,6106,1218,1152
9/3/2021 10:35,5860,10,6167,1209,1152
9/3/2021 10:40,5879,11,6199,1206,1152
9/3/2021 10:45,5882,13,6195,1206,1152
9/3/2021 10:50,5848,15,6204,1207,1152
9/3/2021 10:55,5905,15,6178,1205,1152
9/3/2021 11:00,5887,16,6171,1208,1151
9/3/2021 11:05,5897,14,6198,1210,1148
9/3/2021 11:10,5855,16,6227,1209,1148
9/3/2021 11:15,5842,17,6193,1204,1150
9/3/2021 11:20,5953,16,6191,1204,1152
9/3/2021 11:25,5856,17,6202,1203,1152
9/3/2021 11:30,5921,24,6263,1201,1149
9/3/2021 11:35,5953,26,6256,1203,1149
9/3/2021 11:40,5957,23,6264,1206,1150
9/3/2021 11:45,5955,24,6252,1202,1150
9/3/2021 11:50,5988,24,6262,1206,1145
9/3/2021 11:55,5947,20,6361,1198,1149
9/3/2021 12:00,5911,21,6365,1191,1149
9/3/2021 12:05,5905,23,6286,1187,1145
9/3/2021 12:10,5888,23,6284,1185,1144
9/3/2021 12:15,5920,19,6292,1176,1149
9/3/2021 12:20,5945,21,6304,1173,1143
9/3/2021 12:25,5959,19,6284,1175,1143
9/3/2021 12:30,5947,23,6271,1173,1143
9/3/2021 12:35,5981,23,6277,1172,1147
9/3/2021 12:40,5975,19,6273,1174,1147
9/3/2021 12:45,5975,18,6278,1173,1143
9/3/2021 12:50,5991,17,6287,1173,1146
9/3/2021 12:55,6000,18,6371,1174,1146
9/3/2021 13:00,6027,20,6556,1186,1146
9/3/2021 13:05,5985,18,6716,1189,1146
9/3/2021 13:10,6036,17,6863,1193,1147
9/3/2021 13:15,6033,21,6834,1191,1147
9/3/2021 13:20,6036,19,6900,1193,1148
9/3/2021 13:25,6061,20,6890,1195,1147
9/3/2021 13:30,6019,14,6897,1195,1149
9/3/2021 13:35,6019,12,6888,1194,1141
9/3/2021 13:40,6031,13,6902,1194,1142
9/3/2021 13:45,6032,11,6884,1195,1141
9/3/2021 13:50,6070,15,6929,1194,1145
9/3/2021 13:55,6076,14,6921,1196,1147
9/3/2021 14:00,6044,20,6995,1201,1147
9/3/2021 14:05,6038,17,7042,1199,1146
9/3/2021 14:10,6029,16,7151,1199,1147
9/3/2021 14:15,6051,12,7266,1197,1143
9/3/2021 14:20,6055,14,7273,1197,1143
9/3/2021 14:25,6064,13,7289,1195,1145
9/3/2021 14:30,6052,11,7269,1193,1146
9/3/2021 14:35,6096,13,7259,1191,1142
9/3/2021 14:40,6059,13,7265,1194,1142
9/3/2021 14:45,6029,8,7323,1187,1143
9/3/2021 14:50,6047,7,7298,1189,1146
9/3/2021 14:55,6054,8,7413,1190,1139
9/3/2021 15:00,6057,10,7489,1185,1140
9/3/2021 15:05,6076,12,7538,1189,1141
9/3/2021 15:10,6069,9,7534,1185,1146
9/3/2021 15:15,6087,8,7623,1183,1145
9/3/2021 15:20,6096,13,7632,1185,1143
9/3/2021 15:25,6083,11,7602,1187,1141
9/3/2021 15:30,6077,11,7544,1188,1146
9/3/2021 15:35,6122,13,7607,1185,1146
9/3/2021 15:40,6096,16,7584,1189,1140
9/3/2021 15:45,6114,14,7622,1190,1145
9/3/2021 15:50,6122,19,7621,1187,1142
9/3/2021 15:55,6154,25,7588,1186,1146
9/3/2021 16:00,6100,22,7531,1188,1146
9/3/2021 16:05,6174,24,7588,1183,1146
9/3/2021 16:10,6160,28,7633,1187,1141
9/3/2021 16:15,6192,30,7661,1185,1143
9/3/2021 16:20,6187,35,7636,1185,1145
9/3/2021 16:25,6208,42,7616,1187,1146
9/3/2021 16:30,6194,41,7616,1186,1140
9/3/2021 16:35,6214,46,7629,1185,1146
9/3/2021 16:40,6194,56,7679,1183,1140
9/3/2021 16:45,6199,59,7671,1181,1145
9/3/2021 16:50,6226,63,7651,1183,1146
9/3/2021 16:55,6232,57,7638,1181,1145
9/3/2021 17:00,6241,61,7608,1183,1141
9/3/2021 17:05,6198,63,7624,1184,1142
9/3/2021 17:10,6216,67,7628,1180,1144
9/3/2021 17:15,6262,75,7697,1177,1145
9/3/2021 17:20,6224,81,7726,1179,1145
9/3/2021 17:25,6260,84,7789,1185,1146
9/3/2021 17:30,6263,92,7773,1187,1146
9/3/2021 17:35,6255,88,7725,1184,1146
9/3/2021 17:40,6260,88,7763,1182,1146
9/3/2021 17:45,6252,92,7797,1182,1141
9/3/2021 17:50,6277,86,7768,1186,1146
9/3/2021 17:55,6284,81,7856,1184,1143
9/3/2021 18:00,6256,75,7846,1186,1145
9/3/2021 18:05,6248,69,7811,1181,1147
9/3/2021 18:10,6240,65,7816,1184,1147
9/3/2021 18:15,6223,60,7816,1185,1143
9/3/2021 18:20,6214,58,7751,1190,1148
9/3/2021 18:25,6218,59,7744,1190,1148
9/3/2021 18:30,6224,54,7717,1186,1148
9/3/2021 18:35,6210,50,7746,1188,1148
9/3/2021 18:40,6188,47,7754,1184,1148
9/3/2021 18:45,6164,44,7781,1188,1148
9/3/2021 18:50,6174,40,7795,1187,1143
9/3/2021 18:55,6173,39,7753,1190,1149
9/3/2021 19:00,6138,38,7691,1188,1149
9/3/2021 19:05,6133,36,7669,1187,1147
9/3/2021 19:10,6109,40,7695,1184,1149
9/3/2021 19:15,6071,38,7699,1184,1148
9/3/2021 19:20,6060,34,7741,1185,1148
9/3/2021 19:25,6080,34,7711,1183,1146
9/3/2021 19:30,6077,36,7744,1191,1147
9/3/2021 19:35,6087,36,7769,1189,1142
9/3/2021 19:40,6082,36,7788,1188,1146
9/3/2021 19:45,6116,37,7815,1191,1143
9/3/2021 19:50,6107,36,7775,1190,1148
9/3/2021 19:55,6100,32,7669,1189,1149
9/3/2021 20:00,6100,33,7604,1194,1149
9/3/2021 20:05,6072,30,7495,1196,1143
9/3/2021 20:10,6074,31,7360,1199,1148
9/3/2021 20:15,6057,29,7295,1199,1148
9/3/2021 20:20,6062,32,7236,1199,1149
9/3/2021 20:25,6051,35,7226,1200,1149
9/3/2021 20:30,6016,34,7325,1199,1149
9/3/2021 20:35,6038,36,7195,1199,1149
9/3/2021 20:40,6009,36,7144,1201,1147
9/3/2021 20:45,5981,36,7173,1199,1149
9/3/2021 20:50,5952,38,7118,1204,1146
9/3/2021 20:55,5918,37,7112,1211,1146
9/3/2021 21:00,5905,29,7097,1213,1144
9/3/2021 21:05,5886,26,7086,1210,1149
9/3/2021 21:10,5898,29,7092,1214,1149
9/3/2021 21:15,5874,31,7059,1217,1145
9/3/2021 21:20,5920,29,7039,1213,1143
9/3/2021 21:25,5934,28,7065,1209,1146
9/3/2021 21:30,5946,24,7090,1213,1150
9/3/2021 21:35,5923,24,7025,1210,1149
9/3/2021 21:40,5901,24,7038,1213,1152
9/3/2021 21:45,5860,20,6961,1212,1150
9/3/2021 21:50,5943,22,7008,1211,1152
9/3/2021 21:55,5907,24,6752,1191,1150
9/3/2021 22:00,5954,26,6322,1161,1146
9/3/2021 22:05,5917,25,5952,1138,1147
9/3/2021 22:10,5897,26,5568,1120,1150
9/3/2021 22:15,5852,25,5401,1115,1152
9/3/2021 22:20,5878,22,5426,1114,1150
9/3/2021 22:25,5818,24,5436,1112,1152
9/3/2021 22:30,5808,28,5352,1110,1152
9/3/2021 22:35,5744,30,5377,1111,1152
9/3/2021 22:40,5742,33,5320,1108,1152
9/3/2021 22:45,5694,38,5289,1109,1152
9/3/2021 22:50,5678,41,5262,1114,1150
9/3/2021 22:55,5648,45,5095,1110,1151
9/3/2021 23:00,5596,49,5069,1109,1152
9/3/2021 23:05,5560,56,5028,1112,1152
9/3/2021 23:10,5534,58,4879,1113,1152
9/3/2021 23:15,5516,49,4919,1110,1152
9/3/2021 23:20,5515,43,4915,1119,1152
9/3/2021 23:25,5490,43,4881,1112,1152
9/3/2021 23:30,5453,40,4865,1111,1146
9/3/2021 23:35,5422,38,4836,1112,1152
9/3/2021 23:40,5393,35,4828,1110,1146
9/3/2021 23:45,5384,34,4801,1110,1152
9/3/2021 23:50,5338,32,4807,1107,1152
9/3/2021 23:55,5335,26,4700,1135,1152
9/4/2021 0:00,5286,21,4687,1165,1152
9/4/2021 0:05,5277,19,4662,1186,1152
9/4/2021 0:10,5255,21,4654,1208,1152
9/4/2021 0:15,5208,23,4611,1214,1152
9/4/2021 0:20,5203,24,4592,1216,1148
9/4/2021 0:25,5183,23,4548,1213,1149
9/4/2021 0:30,5157,21,4565,1211,1152
9/4/2021 0:35,5132,17,4539,1214,1152
